feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
clostridium_sp_cag_253	a_omega3_fs_dr	a_omega3_fs_dr	0.00147499218630907	0.000550918071216827	923	111	0.00763900898300595	0.170240771621275
clostridium_leptum	a_omega3_fs_dr	a_omega3_fs_dr	-0.00207464403199864	0.000786801318584139	923	583	0.00865978387088245	0.186334659842436
anaerotignum_lactatifermentans	agemlvs	agemlvs	-0.000577330632493083	0.000224669666019898	923	157	0.0106477811817313	0.214329530883882
enterorhabdus_caecimuris	a_omega3_fs_dr	a_omega3_fs_dr	0.000488691855776076	0.000189976319304243	923	372	0.0103697968264461	0.214329530883882
streptococcus_salivarius	agemlvs	agemlvs	0.00146702792976888	0.000578298931518603	923	572	0.0116766701590686	0.220795217553297
parabacteroides_johnsonii	agemlvs	agemlvs	-0.00119462398062754	0.000469208302676139	923	157	0.0113758636236421	0.220795217553297
clostridium_sp_cag_58	calor_fs_dr	calor_fs_dr	-5.28205724898682e-06	2.18919293137189e-06	923	690	0.0160788947152945	0.258571800854859
parabacteroides_goldsteinii	calor_fs_dr	calor_fs_dr	-4.75150387164385e-06	1.96528072587976e-06	923	255	0.015818685124105	0.258571800854859
ruthenibacterium_lactatiformans	calor_fs_dr	calor_fs_dr	-5.72900285194902e-06	2.35096103692942e-06	923	780	0.0151080595517573	0.258571800854859
eubacterium_siraeum	calor_fs_dr	calor_fs_dr	-2.62613667049323e-05	1.06862249452195e-05	923	603	0.0142068380229621	0.258571800854859
catenibacterium_mitsuokai	calor_fs_dr	calor_fs_dr	3.23746573514761e-06	1.34342314772788e-06	923	98	0.0161607375534287	0.258571800854859
bifidobacterium_adolescentis	a_omega3_fs_dr	a_omega3_fs_dr	-0.00550876654196473	0.00225339148350346	923	313	0.0147546789418624	0.258571800854859
alistipes_putredinis	agemlvs	agemlvs	0.00326777623549564	0.00136139883762199	923	737	0.0169745201553852	0.261694096541182
alistipes_putredinis	a_omega3_fs_dr	a_omega3_fs_dr	-0.00684916778162534	0.00295425872454911	923	737	0.0206800745937165	0.261694096541182
alistipes_finegoldii	calor_fs_dr	calor_fs_dr	-1.65110496830929e-05	7.01475688686853e-06	923	756	0.0188264520148693	0.261694096541182
alistipes_indistinctus	abx	abx	0.00461807820777631	0.00199392536972161	923	388	0.0207785996874913	0.261694096541182
sellimonas_intestinalis	abx	abx	0.00186237996631452	0.000780187855072632	923	112	0.0172051397746036	0.261694096541182
ruminococcus_bicirculans	abx	abx	-0.0169512404375989	0.0071833193424114	923	556	0.0185006079471247	0.261694096541182
bacteroides_salyersiae	calor_fs_dr	calor_fs_dr	-6.69130624594031e-06	2.83150286434387e-06	923	234	0.0183435627310417	0.261694096541182
anaerotruncus_colihominis	calor_fs_dr	calor_fs_dr	-1.81884448626803e-06	7.80481066216013e-07	923	188	0.0201390356411846	0.261694096541182
agathobaculum_butyriciproducens	calor_fs_dr	calor_fs_dr	6.06011325722194e-06	2.60115306481316e-06	923	819	0.0201323008020589	0.261694096541182
eubacterium_siraeum	abx	abx	0.0227622658021634	0.00974127256801652	923	603	0.0196745768781135	0.261694096541182
phascolarctobacterium_succinatutens	abx	abx	-0.00515942603534154	0.00223034475880371	923	104	0.0209690782484922	0.261694096541182
eubacterium_ventriosum	abx	abx	-0.00454120199702686	0.00199082552365072	923	462	0.0227775041170451	0.275619858383404
paraprevotella_clara	a_omega3_fs_dr	a_omega3_fs_dr	0.000705265851935917	0.000309617488670578	923	125	0.0229683215319503	0.275619858383404
veillonella_parvula	agemlvs	agemlvs	0.000460734603211077	0.000202363595879496	923	191	0.0235103127263663	0.276800663042502
proteobacteria_bacterium_cag_139	calor_fs_dr	calor_fs_dr	4.26436081067067e-06	1.89460508492797e-06	923	380	0.0246529542884089	0.284878582888281
streptococcus_thermophilus	a_omega3_fs_dr	a_omega3_fs_dr	0.00227060741615552	0.00101078999752721	923	383	0.0252548259615205	0.286527479999797
slackia_isoflavoniconvertens	a_omega3_fs_dr	a_omega3_fs_dr	0.00120296433170813	0.000543105125242106	923	215	0.0270191050227439	0.295788097091091
desulfovibrio_piger	agemlvs	agemlvs	-0.000640960212613786	0.000288095333256794	923	98	0.0268346051216821	0.295788097091091
roseburia_sp_cag_471	calor_fs_dr	calor_fs_dr	2.84656017461541e-06	1.32033611355782e-06	923	350	0.0313546012552915	0.309803974432059
roseburia_intestinalis	a_omega3_fs_dr	a_omega3_fs_dr	0.00490325337004699	0.00228540322915366	923	694	0.0323504919463111	0.309803974432059
anaerostipes_hadrus	a_omega3_fs_dr	a_omega3_fs_dr	0.00413528887741923	0.00192612722265553	923	862	0.0323306964769122	0.309803974432059
clostridium_sp_cag_253	agemlvs	agemlvs	0.000479543025363549	0.000220251049560308	923	111	0.0302518964899629	0.309803974432059
bacteroides_eggerthii	abx	abx	0.0137340563418112	0.0063480213842802	923	240	0.0307851368546471	0.309803974432059
odoribacter_splanchnicus	a_omega3_fs_dr	a_omega3_fs_dr	-0.00234326142229223	0.00108287743083194	923	720	0.0307843058610451	0.309803974432059
parabacteroides_goldsteinii	agemlvs	agemlvs	0.000722476567966445	0.000336872879970125	923	255	0.0327677280649293	0.309803974432059
holdemania_filiformis	abx	abx	0.00159154136994471	0.000743234259946873	923	332	0.0325218487372664	0.309803974432059
erysipelatoclostridium_ramosum	calor_fs_dr	calor_fs_dr	-4.50499512399163e-06	2.06888211812745e-06	923	180	0.029728049903154	0.309803974432059
butyricimonas_virosa	calor_fs_dr	calor_fs_dr	-4.20437643011343e-06	1.9741668025914e-06	923	493	0.0334690682260784	0.311711919001089
coprococcus_comes	abx	abx	-0.00674395954377743	0.00320801624374719	923	750	0.0358109564006876	0.319533695188526
eubacterium_ramulus	abx	abx	-0.00421715444169384	0.00204811237933833	923	627	0.0397803490133133	0.319533695188526
roseburia_inulinivorans	calor_fs_dr	calor_fs_dr	-9.5745408463146e-06	4.6541354188437e-06	923	763	0.0400449243853467	0.319533695188526
eubacterium_sp_cag_251	abx	abx	-0.00667768445978872	0.00321445844817515	923	167	0.0380490939296895	0.319533695188526
clostridium_disporicum	calor_fs_dr	calor_fs_dr	-2.43623935909521e-06	1.20754008715715e-06	923	140	0.044110406167045	0.319533695188526
ruminococcus_lactaris	abx	abx	-0.00823176141328235	0.00399958464423843	923	489	0.0398629530165361	0.319533695188526
ruminococcus_bicirculans	calor_fs_dr	calor_fs_dr	1.58099885016014e-05	7.77352797814746e-06	923	556	0.042327079283546	0.319533695188526
bacteroides_galacturonicus	abx	abx	0.0024902928079248	0.00122763318537677	923	175	0.0428021012910945	0.319533695188526
agathobaculum_butyriciproducens	abx	abx	-0.00496133956563939	0.00247744427574525	923	819	0.045549428818557	0.319533695188526
collinsella_stercoris	a_omega3_fs_dr	a_omega3_fs_dr	-0.000736256908500962	0.000348679073203867	923	564	0.0350649769675417	0.319533695188526
adlercreutzia_equolifaciens	calor_fs_dr	calor_fs_dr	-3.7397525050033e-06	1.8614365757769e-06	923	772	0.044963988881507	0.319533695188526
adlercreutzia_equolifaciens	a_omega3_fs_dr	a_omega3_fs_dr	0.00130298999384181	0.000642832348884537	923	772	0.0431868267327601	0.319533695188526
haemophilus_sp_hmsc71h05	calor_fs_dr	calor_fs_dr	1.6285209852121e-06	7.99198206263206e-07	923	130	0.042054378163674	0.319533695188526
akkermansia_muciniphila	agemlvs	agemlvs	0.00266922708401898	0.00128649403191384	923	582	0.0388431168148649	0.319533695188526
bifidobacterium_longum	calor_fs_dr	calor_fs_dr	1.09502114734987e-05	5.41520571480315e-06	923	498	0.0434912156141294	0.319533695188526
bilophila_wadsworthia	a_omega3_fs_dr	a_omega3_fs_dr	-0.000849472431327235	0.000423919489011704	923	492	0.0455745174227224	0.319533695188526
lawsonibacter_asaccharolyticus	calor_fs_dr	calor_fs_dr	-4.56525166834377e-06	2.18130321583188e-06	923	746	0.0366692402832543	0.319533695188526
bifidobacterium_adolescentis	calor_fs_dr	calor_fs_dr	1.28457726538601e-05	6.33766517285331e-06	923	313	0.0430099920579321	0.319533695188526
phascolarctobacterium_succinatutens	calor_fs_dr	calor_fs_dr	-5.49576185604965e-06	2.65313550697278e-06	923	104	0.0386154814412179	0.319533695188526
erysipelatoclostridium_ramosum	a_omega3_fs_dr	a_omega3_fs_dr	-0.00154293034073312	0.000739522664388659	923	180	0.0372990480564845	0.319533695188526
firmicutes_bacterium_cag_94	abx	abx	-0.00282792618655678	0.00141166228224336	923	242	0.0454494750099001	0.319533695188526
firmicutes_bacterium_cag_83	abx	abx	-0.00647223737820543	0.00318068321713489	923	648	0.042158265396355	0.319533695188526
veillonella_dispar	agemlvs	agemlvs	0.000300627306426365	0.000151326503704704	923	170	0.0478043349318297	0.331443388860686
clostridium_bolteae	abx	abx	0.00187267586562632	0.000952793537542139	923	274	0.0496852244654191	0.340698682048588
bacteroides_caccae	a_omega3_fs_dr	a_omega3_fs_dr	0.00392037570972433	0.0020120756443503	923	574	0.0517330599758588	0.350885102444955
parabacteroides_johnsonii	calor_fs_dr	calor_fs_dr	-4.93096810983528e-06	2.55246773366025e-06	923	157	0.053692176771465	0.357663247760831
clostridium_innocuum	calor_fs_dr	calor_fs_dr	-2.23175431984799e-06	1.1549526913076e-06	923	212	0.0538787584767918	0.357663247760831
blautia_sp_cag_257	a_omega3_fs_dr	a_omega3_fs_dr	-0.00195716578855137	0.00102588686779295	923	261	0.0567934299541457	0.369087581286868
alistipes_inops	agemlvs	agemlvs	-0.000862845481123282	0.000457636150630848	923	167	0.0603316238641996	0.369087581286868
alistipes_onderdonkii	calor_fs_dr	calor_fs_dr	3.48087810942405e-06	1.82799728128306e-06	923	147	0.0572030853980373	0.369087581286868
bacteroides_salyersiae	a_omega3_fs_dr	a_omega3_fs_dr	0.00200144640066388	0.00106211188777648	923	234	0.0598359288701359	0.369087581286868
turicimonas_muris	agemlvs	agemlvs	-0.000309514041043556	0.000164083325593436	923	353	0.0601967093732354	0.369087581286868
clostridium_asparagiforme	calor_fs_dr	calor_fs_dr	-1.14549676213947e-06	6.02492758052689e-07	923	136	0.0576196747120275	0.369087581286868
bacteroides_cellulosilyticus	abx	abx	-0.00941322289513523	0.00497959226934125	923	534	0.0590758055844923	0.369087581286868
bifidobacterium_bifidum	abx	abx	-0.00475351754526017	0.00252354424487681	923	116	0.059936666878141	0.369087581286868
bacteroides_dorei	abx	abx	0.0123069603776857	0.00656712796271781	923	507	0.0613198093342423	0.371490883733662
butyrivibrio_sp_cag_318	a_omega3_fs_dr	a_omega3_fs_dr	-0.00320898041953816	0.00174419166590401	923	100	0.0661572852762479	0.395371598098852
catenibacterium_mitsuokai	agemlvs	agemlvs	0.000501398191787179	0.000272296241550775	923	98	0.0665288746800953	0.395371598098852
veillonella_dispar	calor_fs_dr	calor_fs_dr	2.1584512869046e-06	1.1777369970494e-06	923	170	0.0673633630735969	0.39655413733891
bacteroides_finegoldii	a_omega3_fs_dr	a_omega3_fs_dr	0.00204959273285187	0.00112618002547468	923	306	0.0691043572052423	0.403001111178235
bacteroides_ovatus	abx	abx	0.00948110559742253	0.00534450735406617	923	770	0.0764034333898259	0.416770646043368
alistipes_indistinctus	calor_fs_dr	calor_fs_dr	-3.91376636231113e-06	2.18533852194459e-06	923	388	0.0736939814830635	0.416770646043368
ruminococcus_callidus	a_omega3_fs_dr	a_omega3_fs_dr	-0.000843413780765901	0.000475749297809026	923	124	0.0768370039957307	0.416770646043368
sellimonas_intestinalis	calor_fs_dr	calor_fs_dr	-1.47921311542378e-06	8.21683120548289e-07	923	112	0.0722883804612597	0.416770646043368
lactobacillus_rogosae	abx	abx	-0.00198602492240432	0.00111435832193131	923	233	0.0750790584395979	0.416770646043368
enterorhabdus_caecimuris	calor_fs_dr	calor_fs_dr	-9.7363260927432e-07	5.4977885746724e-07	923	372	0.0770453208924553	0.416770646043368
ruthenibacterium_lactatiformans	abx	abx	0.00400973703439666	0.00225239016864918	923	780	0.075424681631085	0.416770646043368
collinsella_aerofaciens	abx	abx	-0.00873495863672027	0.00489052973159593	923	743	0.0744277513625	0.416770646043368
firmicutes_bacterium_cag_95	a_omega3_fs_dr	a_omega3_fs_dr	0.00114445206160884	0.000647405249982971	923	234	0.07747659445678	0.416770646043368
bilophila_wadsworthia	calor_fs_dr	calor_fs_dr	-2.13481824893679e-06	1.21578333856226e-06	923	492	0.0795611433556051	0.42432609789656
lactococcus_lactis	agemlvs	agemlvs	0.000210074945361028	0.00011968405313972	923	135	0.0802561300789198	0.424405298044457
dorea_sp_cag_317	abx	abx	0.00372181090199134	0.00213509027881667	923	319	0.0816615615554389	0.424640120088282
odoribacter_splanchnicus	abx	abx	-0.00470239409397228	0.00269215189399668	923	720	0.0810308922305457	0.424640120088282
ruminococcaceae_bacterium_d16	agemlvs	agemlvs	-0.000233596268552801	0.000134161774732351	923	168	0.0826422041531788	0.426187895798211
roseburia_sp_cag_309	abx	abx	-0.00155468724626596	0.000900802483995902	923	267	0.0847232065220193	0.429074619270987
coprobacter_fastidiosus	agemlvs	agemlvs	-0.000632153539502664	0.000364905273866174	923	249	0.08419983048452	0.429074619270987
firmicutes_bacterium_cag_83	agemlvs	agemlvs	-0.000970973890368846	0.000562423634250091	923	648	0.0852648281884653	0.429074619270987
blautia_wexlerae	agemlvs	agemlvs	0.00115932768678431	0.000680696898903795	923	788	0.0895249724018154	0.430846499851119
bacteroides_intestinalis	abx	abx	0.00778322953707323	0.00457902907282662	923	247	0.0895501278672994	0.430846499851119
clostridium_symbiosum	agemlvs	agemlvs	-0.000299678931762013	0.000176087798183914	923	234	0.0897596874689831	0.430846499851119
parabacteroides_distasonis	calor_fs_dr	calor_fs_dr	-1.01452842697566e-05	5.93250470878798e-06	923	795	0.087625502261381	0.430846499851119
escherichia_coli	agemlvs	agemlvs	0.00209234268452492	0.00122471845114556	923	300	0.0885741868046597	0.430846499851119
catenibacterium_mitsuokai	abx	abx	-0.00195176933253088	0.00114214263035406	923	98	0.0878622653172876	0.430846499851119
eubacterium_sp_cag_251	a_omega3_fs_dr	a_omega3_fs_dr	-0.0021768611894413	0.00128736824682489	923	167	0.0912692064676218	0.431789343024859
bilophila_wadsworthia	abx	abx	-0.00193311534823099	0.00114366139683538	923	492	0.0913400533321816	0.431789343024859
bacteroides_vulgatus	abx	abx	-0.0156847070898484	0.00935032873447917	923	783	0.093808277984392	0.440123048588426
prevotella_copri	abx	abx	-0.0209865539533317	0.0125641349481136	923	232	0.0952271082714802	0.443445638517938
hungatella_hathewayi	a_omega3_fs_dr	a_omega3_fs_dr	-0.000452569458692424	0.000272333777045962	923	158	0.0974001932760647	0.443632997111419
akkermansia_muciniphila	calor_fs_dr	calor_fs_dr	1.44860431766764e-05	8.69780603942667e-06	923	582	0.0962265032593225	0.443632997111419
bifidobacterium_adolescentis	agemlvs	agemlvs	-0.00159038670204324	0.00095599906549407	923	313	0.0972293090433401	0.443632997111419
holdemanella_biformis	a_omega3_fs_dr	a_omega3_fs_dr	0.00092906822549155	0.000563850421269409	923	202	0.0998112314291432	0.451320350810039
roseburia_sp_cag_303	a_omega3_fs_dr	a_omega3_fs_dr	0.00158202929770215	0.000966122250276948	923	134	0.10197902206119	0.454535069758445
butyrivibrio_crossotus	abx	abx	-0.00937359617537041	0.0057221242579723	923	122	0.101753330314118	0.454535069758445
methanobrevibacter_smithii	agemlvs	agemlvs	0.00120064716587786	0.000734939395560685	923	369	0.10335806334619	0.457414408000159
roseburia_sp_cag_471	abx	abx	0.00185824150948946	0.00115235012303461	923	350	0.10720359103432	0.471091836657859
lawsonibacter_asaccharolyticus	abx	abx	0.00315241540456328	0.00197461587686789	923	746	0.11073453109731	0.483205226606444
intestinibacter_bartlettii	calor_fs_dr	calor_fs_dr	1.29496664159454e-06	8.1957825934494e-07	923	140	0.114720498672091	0.497122160912396
anaeromassilibacillus_sp_an250	calor_fs_dr	calor_fs_dr	-1.43004903290373e-06	9.1309743755679e-07	923	268	0.117771296603867	0.506822683315954
oscillibacter_sp_cag_241	agemlvs	agemlvs	0.000890552923797623	0.000570789040905198	923	511	0.119746582194065	0.511793611569156
ruminococcus_gnavus	a_omega3_fs_dr	a_omega3_fs_dr	-0.00245990426797151	0.00161345358865431	923	392	0.12779198520439	0.517806485503503
clostridium_sp_cag_299	a_omega3_fs_dr	a_omega3_fs_dr	-0.000534822585511667	0.000346197672522975	923	124	0.122863706447656	0.517806485503503
veillonella_parvula	abx	abx	0.00207110266677891	0.00135114091610574	923	191	0.125678707528549	0.517806485503503
clostridium_bolteae	agemlvs	agemlvs	-0.00021417437685492	0.000140055341569953	923	274	0.127205874522276	0.517806485503503
streptococcus_salivarius	calor_fs_dr	calor_fs_dr	6.55622497124247e-06	4.28132604662756e-06	923	572	0.126178047287864	0.517806485503503
parabacteroides_goldsteinii	a_omega3_fs_dr	a_omega3_fs_dr	-0.00110064158210129	0.00071416657570035	923	255	0.123664713381842	0.517806485503503
collinsella_intestinalis	agemlvs	agemlvs	-0.000499797754666646	0.000326178166557473	923	347	0.126474723293406	0.517806485503503
proteobacteria_bacterium_cag_139	agemlvs	agemlvs	-0.000666421032414384	0.000431053812502758	923	380	0.123119687595097	0.517806485503503
eubacterium_hallii	agemlvs	agemlvs	0.000788528156336083	0.000521193301153126	923	844	0.131338197971396	0.518641202032371
eubacterium_hallii	abx	abx	-0.00601223611681364	0.00398938923616487	923	844	0.132230976438827	0.518641202032371
ruminococcus_callidus	agemlvs	agemlvs	0.000280348201795621	0.000185228284184467	923	124	0.131155103278299	0.518641202032371
clostridium_bolteae	calor_fs_dr	calor_fs_dr	-1.52936673335422e-06	1.01312198054239e-06	923	274	0.131621130739754	0.518641202032371
clostridium_citroniae	calor_fs_dr	calor_fs_dr	-8.8136275222687e-07	5.877419562626e-07	923	232	0.134238414390362	0.518641202032371
eisenbergiella_massiliensis	abx	abx	0.00196104604800694	0.0013090536261543	923	255	0.134471232559852	0.518641202032371
anaerotignum_lactatifermentans	abx	abx	0.00162115354008862	0.00108268011660225	923	157	0.134670809111806	0.518641202032371
barnesiella_intestinihominis	agemlvs	agemlvs	0.00151344032181682	0.00101113919647194	923	487	0.135478390915507	0.518641202032371
gordonibacter_pamelaeae	calor_fs_dr	calor_fs_dr	-2.45231062035168e-06	1.63084097253916e-06	923	610	0.133152219782642	0.518641202032371
clostridium_sp_cag_58	abx	abx	-0.0030149782425608	0.00203116255780825	923	690	0.138071547901573	0.525345401771837
blautia_hydrogenotrophica	abx	abx	0.00159256562030348	0.00107765572129539	923	212	0.139830287030461	0.528812721860651
coprobacter_fastidiosus	abx	abx	-0.00264021923180384	0.00179151330642024	923	249	0.140917675887959	0.529714637072811
eubacterium_sp_cag_38	calor_fs_dr	calor_fs_dr	5.65235403965266e-06	3.86350818725806e-06	923	523	0.143943705845554	0.532998944028263
bacteroides_caccae	abx	abx	-0.0072921321477097	0.00499104058307854	923	574	0.144353880674321	0.532998944028263
clostridium_spiroforme	calor_fs_dr	calor_fs_dr	1.60526893766915e-06	1.0945265793333e-06	923	289	0.142979625446287	0.532998944028263
coprococcus_comes	agemlvs	agemlvs	0.000788690806239214	0.000542138667034188	923	750	0.146757274195605	0.534727833648509
roseburia_sp_cag_182	a_omega3_fs_dr	a_omega3_fs_dr	-0.000727919462613908	0.000504669273201036	923	110	0.14996373539822	0.534727833648509
bacteroides_ovatus	agemlvs	agemlvs	-0.00137572014106972	0.000948348219861013	923	770	0.147895177734156	0.534727833648509
anaerotruncus_colihominis	agemlvs	agemlvs	-0.000147374478535783	0.000101286150710147	923	188	0.146721636527239	0.534727833648509
oscillibacter_sp_cag_241	calor_fs_dr	calor_fs_dr	-5.04859532294042e-06	3.49637063918602e-06	923	511	0.14911595909121	0.534727833648509
firmicutes_bacterium_cag_110	agemlvs	agemlvs	0.00101702721616611	0.000702513946301744	923	407	0.148726476556878	0.534727833648509
parasutterella_excrementihominis	calor_fs_dr	calor_fs_dr	4.09301781232235e-06	2.85531264407748e-06	923	521	0.152069271143363	0.539154688599194
intestinibacter_bartlettii	agemlvs	agemlvs	0.000144253202139749	0.000101179023900578	923	140	0.154925064616562	0.543108091689521
methanobrevibacter_smithii	abx	abx	0.00545268521367872	0.00382740796336777	923	369	0.154615157979936	0.543108091689521
eisenbergiella_massiliensis	agemlvs	agemlvs	-0.000293925086076957	0.000207048214234505	923	255	0.156706385804449	0.546283713642325
sutterella_parvirubra	abx	abx	-0.000947182432990355	0.000672563265367985	923	203	0.159418197745611	0.552649752184783
ruminococcus_bicirculans	agemlvs	agemlvs	0.00157791991484069	0.00112277859600708	923	556	0.160907868119634	0.554732097826804
roseburia_sp_cag_303	agemlvs	agemlvs	0.000581531534731554	0.000414791446091527	923	134	0.161939586194695	0.55522143838181
paraprevotella_clara	agemlvs	agemlvs	0.000245054868151503	0.000175248765177123	923	125	0.163074394333598	0.556056951170302
anaerotruncus_colihominis	a_omega3_fs_dr	a_omega3_fs_dr	-0.000372009177981946	0.000267366100583134	923	188	0.16478795856333	0.558846120345205
clostridium_sp_cag_242	abx	abx	-0.00180448738386534	0.00130619077427501	923	211	0.167471747166911	0.564877676930552
clostridium_sp_cag_242	calor_fs_dr	calor_fs_dr	-1.96965527666635e-06	1.45365434469595e-06	923	211	0.175795565780078	0.577349647614573
bacteroides_stercoris	calor_fs_dr	calor_fs_dr	1.20128106472455e-05	8.83937867677507e-06	923	468	0.17448516613217	0.577349647614573
holdemania_filiformis	agemlvs	agemlvs	-0.000153135078666453	0.000112083391257623	923	332	0.17284778728492	0.577349647614573
asaccharobacter_celatus	a_omega3_fs_dr	a_omega3_fs_dr	0.000947124970640428	0.00069790636301463	923	784	0.175332061111083	0.577349647614573
ruminococcaceae_bacterium_d16	abx	abx	0.00089195341384919	0.000656332556878326	923	168	0.174503803854589	0.577349647614573
butyrivibrio_crossotus	agemlvs	agemlvs	0.00150839779163953	0.00111597845007357	923	122	0.177486560518554	0.57958982598134
bilophila_wadsworthia	agemlvs	agemlvs	-0.000226604157233093	0.000167977304475074	923	492	0.178335331071182	0.57958982598134
methanobrevibacter_smithii	calor_fs_dr	calor_fs_dr	-5.82867162583817e-06	4.34524894289869e-06	923	369	0.180139651110632	0.582420426388778
roseburia_sp_cag_182	abx	abx	-0.00198643355443611	0.00148807117725047	923	110	0.182363170032194	0.583562144103021
bacteroides_dorei	a_omega3_fs_dr	a_omega3_fs_dr	0.00396925608075344	0.00297310373146758	923	507	0.182204588210824	0.583562144103021
bacteroides_stercoris	agemlvs	agemlvs	0.00230414034038514	0.00173410705803962	923	468	0.184916814961684	0.587218290422709
bacteroides_thetaiotaomicron	calor_fs_dr	calor_fs_dr	-7.9629156192466e-06	6.00795105125723e-06	923	739	0.185387825662297	0.587218290422709
lactobacillus_rogosae	calor_fs_dr	calor_fs_dr	-1.55615027550735e-06	1.17695738063657e-06	923	233	0.186578575545243	0.588005207778948
bacteroides_finegoldii	abx	abx	0.00343775471402115	0.00262754969560968	923	306	0.191116584068159	0.597559516256652
streptococcus_thermophilus	calor_fs_dr	calor_fs_dr	3.93034795402706e-06	3.0114241240126e-06	923	383	0.192483113409595	0.597559516256652
clostridium_spiroforme	a_omega3_fs_dr	a_omega3_fs_dr	-0.000494600691993471	0.000378239787846998	923	289	0.191578852340665	0.597559516256652
eubacterium_hallii	calor_fs_dr	calor_fs_dr	5.28656538322713e-06	4.08174930574466e-06	923	844	0.195812493965483	0.601660003820872
blautia_hydrogenotrophica	a_omega3_fs_dr	a_omega3_fs_dr	0.000518635663340403	0.000399664460309722	923	212	0.194941214449019	0.601660003820872
flavonifractor_plautii	agemlvs	agemlvs	-0.000500452400623182	0.000386806068967285	923	639	0.19669653971067	0.601660003820872
alistipes_finegoldii	a_omega3_fs_dr	a_omega3_fs_dr	-0.00320122385140704	0.00249709238668879	923	756	0.200282137068268	0.605896738248221
parabacteroides_merdae	a_omega3_fs_dr	a_omega3_fs_dr	-0.00221415075366741	0.00172849823239127	923	670	0.200562222445522	0.605896738248221
clostridium_leptum	calor_fs_dr	calor_fs_dr	-2.96231744903875e-06	2.31382253999822e-06	923	583	0.200994591053496	0.605896738248221
