feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ruminococcus_gnavus	a_f205_fs_dr	a_f205_fs_dr	-0.718532762580217	22324.0016235306	925	392	0.999974318842685	0.999999978276768
ruminococcus_gnavus	a_f226_fs_dr	a_f226_fs_dr	1.29438523677321	22324.0016441656	925	392	0.999953737237076	0.999999978276768
ruminococcus_gnavus	a_p22_5_fs_dr	a_p22_5_fs_dr	-1.04232083491867	22324.0019241242	925	392	0.99996274629862	0.999999978276768
ruminococcus_gnavus	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.466468025308918	22324.0016164819	925	392	0.999983327915762	0.999999978276768
gemmiger_formicilis	a_f205_fs_dr	a_f205_fs_dr	-0.420520841945763	199732.788823431	925	702	0.99999832012015	0.999999978276768
gemmiger_formicilis	a_f226_fs_dr	a_f226_fs_dr	0.843192484789622	199732.788962826	925	702	0.999996631648369	0.999999978276768
gemmiger_formicilis	a_p22_5_fs_dr	a_p22_5_fs_dr	-0.575889934492904	199732.788494117	925	702	0.999997699457906	0.999999978276768
gemmiger_formicilis	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.153218286714625	199732.788435649	925	702	0.999999387929712	0.999999978276768
ruminococcus_torques	a_f205_fs_dr	a_f205_fs_dr	-0.47546571223356	13135.5485024671	925	714	0.999971119078063	0.999999978276768
ruminococcus_torques	a_f226_fs_dr	a_f226_fs_dr	1.32442299504642	13135.5485119016	925	714	0.999919551387064	0.999999978276768
ruminococcus_torques	a_p22_5_fs_dr	a_p22_5_fs_dr	-1.14783141784581	13135.548702901	925	714	0.999930277981815	0.999999978276768
ruminococcus_torques	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.298874252131819	13135.5485048096	925	714	0.99998184566474	0.999999978276768
eubacterium_hallii	a_f205_fs_dr	a_f205_fs_dr	-0.621107738909851	7352.81242014809	925	846	0.999932600990401	0.999999978276768
eubacterium_hallii	a_f226_fs_dr	a_f226_fs_dr	-0.0286726963452243	7352.81240241856	925	846	0.999996888605274	0.999999978276768
eubacterium_hallii	a_p22_5_fs_dr	a_p22_5_fs_dr	1.02103284291464	7352.81264172328	925	846	0.999889203441117	0.999999978276768
eubacterium_hallii	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.371252377405831	7352.81240655488	925	846	0.999959713845045	0.999999978276768
coprococcus_comes	a_f205_fs_dr	a_f205_fs_dr	0.072492463951825	7841.42157884974	925	752	0.999992623707681	0.999999978276768
coprococcus_comes	a_f226_fs_dr	a_f226_fs_dr	0.44952973921933	7841.42156495728	925	752	0.999954259207291	0.999999978276768
coprococcus_comes	a_p22_5_fs_dr	a_p22_5_fs_dr	-0.623503822964476	7841.42163685958	925	752	0.999936556903013	0.999999978276768
coprococcus_comes	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.101481610695376	7841.42156396076	925	752	0.999989673988356	0.999999978276768
roseburia_sp_cag_309	a_f205_fs_dr	a_f205_fs_dr	1.59540059863605	298647.782519841	925	269	0.999995737636171	0.999999978276768
roseburia_sp_cag_309	a_f226_fs_dr	a_f226_fs_dr	3.65691865210147	298647.779180453	925	269	0.999990229966081	0.999999978276768
roseburia_sp_cag_309	a_p22_5_fs_dr	a_p22_5_fs_dr	-7.38186554840797	298647.782552309	925	269	0.999980278184221	0.999999978276768
roseburia_sp_cag_309	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-2.12954628558933	298647.780261743	925	269	0.999994310581846	0.999999978276768
roseburia_sp_cag_182	a_f205_fs_dr	a_f205_fs_dr	-9.34258513553161	772021.392520001	925	110	0.999990344432797	0.999999978276768
roseburia_sp_cag_182	a_f226_fs_dr	a_f226_fs_dr	5.86159233026025	772021.372078434	925	110	0.999993942040737	0.999999978276768
roseburia_sp_cag_182	a_p22_5_fs_dr	a_p22_5_fs_dr	1.68994787247491	772021.373372502	925	110	0.999998253437842	0.999999978276768
roseburia_sp_cag_182	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-1.79104601284901	772021.370938734	925	110	0.999998148952846	0.999999978276768
roseburia_sp_cag_303	a_f205_fs_dr	a_f205_fs_dr	0.522548799150128	358071.785031393	925	134	0.999998835614431	0.999999978276768
roseburia_sp_cag_303	a_f226_fs_dr	a_f226_fs_dr	1.15632657719864	358071.77272593	925	134	0.999997423379352	0.999999978276768
roseburia_sp_cag_303	a_p22_5_fs_dr	a_p22_5_fs_dr	-2.55273699555975	358071.7749494	925	134	0.999994311784455	0.999999978276768
roseburia_sp_cag_303	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.873861848180812	358071.77444453	925	134	0.999998052790176	0.999999978276768
eubacterium_ramulus	a_f205_fs_dr	a_f205_fs_dr	-0.341335141458592	11516.8155479487	925	629	0.999976352313862	0.999999978276768
eubacterium_ramulus	a_f226_fs_dr	a_f226_fs_dr	-0.289547497812726	11516.8155735243	925	629	0.999979940159967	0.999999978276768
eubacterium_ramulus	a_p22_5_fs_dr	a_p22_5_fs_dr	1.03551271241326	11516.8157069773	925	629	0.999928259718167	0.999999978276768
eubacterium_ramulus	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.404629848946799	11516.8155525832	925	629	0.999971967258851	0.999999978276768
prevotella_copri	a_f205_fs_dr	a_f205_fs_dr	0.301010290132514	24000.0988332912	925	232	0.999989992896913	0.999999978276768
prevotella_copri	a_f226_fs_dr	a_f226_fs_dr	-2.64480503675205	24000.0987838851	925	232	0.999912073316035	0.999999978276768
prevotella_copri	a_p22_5_fs_dr	a_p22_5_fs_dr	3.28297243182946	24000.0994577484	925	232	0.999890857410265	0.999999978276768
prevotella_copri	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.939178091388885	24000.0988106457	925	232	0.999968776974433	0.999999978276768
lactococcus_lactis	a_f205_fs_dr	a_f205_fs_dr	1.69012444983519	73936.1509659984	925	135	0.999981760962849	0.999999978276768
lactococcus_lactis	a_f226_fs_dr	a_f226_fs_dr	0.76603258408088	73936.1507491256	925	135	0.999991733332535	0.999999978276768
lactococcus_lactis	a_p22_5_fs_dr	a_p22_5_fs_dr	-3.36215510176701	73936.1519522135	925	135	0.999963717186045	0.999999978276768
lactococcus_lactis	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.905997946860074	73936.1508758663	925	135	0.999990222891436	0.999999978276768
roseburia_sp_cag_471	a_f205_fs_dr	a_f205_fs_dr	-0.74922669270317	32976.0544245867	925	352	0.999981871803009	0.999999978276768
roseburia_sp_cag_471	a_f226_fs_dr	a_f226_fs_dr	2.39367237860637	32976.0544279331	925	352	0.999942082997315	0.999999978276768
roseburia_sp_cag_471	a_p22_5_fs_dr	a_p22_5_fs_dr	-2.28069876527247	32976.0548156101	925	352	0.999944816493623	0.999999978276768
roseburia_sp_cag_471	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.636253489053852	32976.0544224514	925	352	0.999984605288761	0.999999978276768
eubacterium_eligens	a_f205_fs_dr	a_f205_fs_dr	0.286519612928537	198881.724094169	925	821	0.999998850524971	0.999999978276768
eubacterium_eligens	a_f226_fs_dr	a_f226_fs_dr	1.72548623514018	198881.724063155	925	821	0.999993077600099	0.999999978276768
eubacterium_eligens	a_p22_5_fs_dr	a_p22_5_fs_dr	-2.73867903994439	198881.727312945	925	821	0.999989012818058	0.999999978276768
eubacterium_eligens	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.726673308916892	198881.723480204	925	821	0.99999708469233	0.999999978276768
dialister_invisus	a_f205_fs_dr	a_f205_fs_dr	0.75067304165699	226223.704843722	925	244	0.999997352397572	0.999999978276768
dialister_invisus	a_f226_fs_dr	a_f226_fs_dr	4.78481029246533	226223.698880668	925	244	0.999983124109997	0.999999978276768
dialister_invisus	a_p22_5_fs_dr	a_p22_5_fs_dr	-8.20606271638088	226223.707503132	925	244	0.999971057450975	0.999999978276768
dialister_invisus	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-2.67057848928676	226223.701956134	925	244	0.999990580945646	0.999999978276768
roseburia_intestinalis	a_f205_fs_dr	a_f205_fs_dr	-0.293754378199988	316578.634464297	925	696	0.999999259640236	0.999999978276768
roseburia_intestinalis	a_f226_fs_dr	a_f226_fs_dr	-1.03989302957771	316578.635006547	925	696	0.999997379120062	0.999999978276768
roseburia_intestinalis	a_p22_5_fs_dr	a_p22_5_fs_dr	1.9678711800682	316578.631602627	925	696	0.999995040303181	0.999999978276768
roseburia_intestinalis	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.634223779439417	316578.633163182	925	696	0.999998401542907	0.999999978276768
coprococcus_eutactus	a_f205_fs_dr	a_f205_fs_dr	2.27750014340859	417494.853205755	925	213	0.999995647414123	0.999999978276768
coprococcus_eutactus	a_f226_fs_dr	a_f226_fs_dr	-0.227988096504264	417494.849545964	925	213	0.999999564286404	0.999999978276768
coprococcus_eutactus	a_p22_5_fs_dr	a_p22_5_fs_dr	-2.87829180619625	417494.851561506	925	213	0.999994499226553	0.999999978276768
coprococcus_eutactus	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.828780077675472	417494.850596511	925	213	0.999998416098241	0.999999978276768
bacteroides_dorei	a_f205_fs_dr	a_f205_fs_dr	-0.192779014657382	140699.347457647	925	507	0.999998906779582	0.999999978276768
bacteroides_dorei	a_f226_fs_dr	a_f226_fs_dr	0.655696374085906	140699.347372599	925	507	0.99999628164577	0.999999978276768
bacteroides_dorei	a_p22_5_fs_dr	a_p22_5_fs_dr	-0.73019252477425	140699.347336916	925	507	0.999995859189449	0.999999978276768
bacteroides_dorei	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.267275471298131	140699.347090577	925	507	0.999998484321524	0.999999978276768
alistipes_putredinis	a_f205_fs_dr	a_f205_fs_dr	-0.0116759731123798	366876.502931491	925	739	0.999999974607045	0.999999978276768
alistipes_putredinis	a_f226_fs_dr	a_f226_fs_dr	-0.73254558013217	366876.505262752	925	739	0.999998406856803	0.999999978276768
alistipes_putredinis	a_p22_5_fs_dr	a_p22_5_fs_dr	0.970140176621184	366876.507057244	925	739	0.999997890135089	0.999999978276768
alistipes_putredinis	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.225918797635885	366876.504339438	925	739	0.999999508670851	0.999999978276768
alistipes_finegoldii	a_f205_fs_dr	a_f205_fs_dr	-0.833305812502629	195084.573507209	925	758	0.999996591827687	0.999999978276768
alistipes_finegoldii	a_f226_fs_dr	a_f226_fs_dr	-0.425175935606959	195084.574286673	925	758	0.999998261055156	0.999999978276768
alistipes_finegoldii	a_p22_5_fs_dr	a_p22_5_fs_dr	1.7201027989033	195084.572090655	925	758	0.999992964879531	0.999999978276768
alistipes_finegoldii	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.461621351285728	195084.573025025	925	758	0.999998111995513	0.999999978276768
ruminococcus_bromii	a_f205_fs_dr	a_f205_fs_dr	-0.236015141846719	13595.9593240416	925	514	0.999986149352664	0.999999978276768
ruminococcus_bromii	a_f226_fs_dr	a_f226_fs_dr	-0.459433892474916	13595.959278332	925	514	0.99997303792973	0.999999978276768
ruminococcus_bromii	a_p22_5_fs_dr	a_p22_5_fs_dr	1.03344546906506	13595.9596867228	925	514	0.999939351821982	0.999999978276768
ruminococcus_bromii	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.337996576807825	13595.9593070029	925	514	0.999980164529466	0.999999978276768
eubacterium_sp_cag_38	a_f205_fs_dr	a_f205_fs_dr	0.290406230908487	203298.135413576	925	525	0.999998860242139	0.999999978276768
eubacterium_sp_cag_38	a_f226_fs_dr	a_f226_fs_dr	1.53991810410702	203298.135309161	925	525	0.999993956280621	0.999999978276768
eubacterium_sp_cag_38	a_p22_5_fs_dr	a_p22_5_fs_dr	-2.45149570452747	203298.132470983	925	525	0.999990378610223	0.999999978276768
eubacterium_sp_cag_38	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.621171448894936	203298.134409925	925	525	0.999997562087276	0.999999978276768
anaerostipes_hadrus	a_f205_fs_dr	a_f205_fs_dr	-0.269822235721288	281418.502792179	925	864	0.999999234993457	0.999999978276768
anaerostipes_hadrus	a_f226_fs_dr	a_f226_fs_dr	-0.368941293665914	281418.504024328	925	864	0.999998953968706	0.999999978276768
anaerostipes_hadrus	a_p22_5_fs_dr	a_p22_5_fs_dr	1.06733073133344	281418.494561074	925	864	0.99999697387795	0.999999978276768
anaerostipes_hadrus	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.428567266487337	281418.50150357	925	864	0.999998784915692	0.999999978276768
alistipes_onderdonkii	a_f205_fs_dr	a_f205_fs_dr	2.21484126961719	206874.507406629	925	147	0.999991457682845	0.999999978276768
alistipes_onderdonkii	a_f226_fs_dr	a_f226_fs_dr	-3.05290835824451	206874.497491832	925	147	0.999988225380731	0.999999978276768
alistipes_onderdonkii	a_p22_5_fs_dr	a_p22_5_fs_dr	1.76657738389058	206874.48833962	925	147	0.999993186570121	0.999999978276768
alistipes_onderdonkii	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.928510716870725	206874.499244872	925	147	0.999996418870531	0.999999978276768
bacteroides_ovatus	a_f205_fs_dr	a_f205_fs_dr	-0.0587409255370327	265012.033846422	925	771	0.999999823145852	0.999999978276768
bacteroides_ovatus	a_f226_fs_dr	a_f226_fs_dr	1.35224776304999	265012.034820435	925	771	0.999995928722206	0.999999978276768
bacteroides_ovatus	a_p22_5_fs_dr	a_p22_5_fs_dr	-1.7072533704624	265012.035242935	925	771	0.999994859889648	0.999999978276768
bacteroides_ovatus	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.413746457107218	265012.03363504	925	771	0.999998754313509	0.999999978276768
clostridium_sp_cag_253	a_f205_fs_dr	a_f205_fs_dr	0.67478305940777	473886.535033274	925	112	0.999998863865197	0.999999978276768
clostridium_sp_cag_253	a_f226_fs_dr	a_f226_fs_dr	-1.12370319263427	473886.659522218	925	112	0.999998108017159	0.999999978276768
clostridium_sp_cag_253	a_p22_5_fs_dr	a_p22_5_fs_dr	1.07924630247351	473886.438059445	925	112	0.999998182868525	0.999999978276768
clostridium_sp_cag_253	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.630325639605924	473886.607558848	925	112	0.999998938718486	0.999999978276768
clostridium_sp_cag_242	a_f205_fs_dr	a_f205_fs_dr	3.29375887297906	230879.405123977	925	211	0.999988617263847	0.999999978276768
clostridium_sp_cag_242	a_f226_fs_dr	a_f226_fs_dr	0.176916133285342	230879.405402057	925	211	0.999999388604406	0.999999978276768
clostridium_sp_cag_242	a_p22_5_fs_dr	a_p22_5_fs_dr	-4.69443863730964	230879.408944482	925	211	0.999983776725143	0.999999978276768
clostridium_sp_cag_242	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-1.22376391506478	230879.405530219	925	211	0.999995770855648	0.999999978276768
eubacterium_sp_cag_251	a_f205_fs_dr	a_f205_fs_dr	-0.241971652709957	414340.731992581	925	167	0.999999534041838	0.999999978276768
eubacterium_sp_cag_251	a_f226_fs_dr	a_f226_fs_dr	-0.045481751328435	414340.724788896	925	167	0.99999991241704	0.999999978276768
eubacterium_sp_cag_251	a_p22_5_fs_dr	a_p22_5_fs_dr	-0.5858105007315	414340.706030362	925	167	0.999998871920747	0.999999978276768
eubacterium_sp_cag_251	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.873264098754562	414340.721950178	925	167	0.999998318379283	0.999999978276768
eubacterium_sp_cag_180	a_f205_fs_dr	a_f205_fs_dr	-9.14098170634478	309546.485942907	925	138	0.999976438278242	0.999999978276768
eubacterium_sp_cag_180	a_f226_fs_dr	a_f226_fs_dr	-2.56892459628057	309546.485120428	925	138	0.99999337836037	0.999999978276768
eubacterium_sp_cag_180	a_p22_5_fs_dr	a_p22_5_fs_dr	15.2150780750428	309546.47964423	925	138	0.999960781734955	0.999999978276768
eubacterium_sp_cag_180	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	3.50517149002257	309546.483402284	925	138	0.999990965097765	0.999999978276768
bacteroides_nordii	a_f205_fs_dr	a_f205_fs_dr	-1.7750981618942	362652.753496939	925	142	0.999996094546633	0.999999978276768
bacteroides_nordii	a_f226_fs_dr	a_f226_fs_dr	-1.33925045946003	362652.736020685	925	142	0.999997053469729	0.999999978276768
bacteroides_nordii	a_p22_5_fs_dr	a_p22_5_fs_dr	4.11454134389846	362652.74510092	925	142	0.999990947458533	0.999999978276768
bacteroides_nordii	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	1.00019268767813	362652.741211674	925	142	0.999997799442241	0.999999978276768
clostridium_disporicum	a_f205_fs_dr	a_f205_fs_dr	-0.876104643047131	28055.0007881359	925	140	0.999975083573389	0.999999978276768
clostridium_disporicum	a_f226_fs_dr	a_f226_fs_dr	-0.664110737854311	28055.0005962997	925	140	0.999981112682478	0.999999978276768
clostridium_disporicum	a_p22_5_fs_dr	a_p22_5_fs_dr	2.51917413848235	28055.0033614208	925	140	0.999928354663784	0.999999978276768
clostridium_disporicum	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.978958740518531	28055.0006767756	925	140	0.999972158401507	0.999999978276768
bacteroides_faecis	a_f205_fs_dr	a_f205_fs_dr	-2.48159592921082	18736.2827042285	925	172	0.999894321242717	0.999999978276768
bacteroides_faecis	a_f226_fs_dr	a_f226_fs_dr	0.53086732478983	18736.2828033274	925	172	0.999977393016177	0.999999978276768
bacteroides_faecis	a_p22_5_fs_dr	a_p22_5_fs_dr	2.20085420929792	18736.2830423633	925	172	0.999906276629886	0.999999978276768
bacteroides_faecis	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.250125560824643	18736.2827330003	925	172	0.999989348403518	0.999999978276768
alistipes_indistinctus	a_f205_fs_dr	a_f205_fs_dr	-0.039640238432188	418111.301602535	925	390	0.999999924354271	0.999999978276768
alistipes_indistinctus	a_f226_fs_dr	a_f226_fs_dr	1.92618937757601	418111.297877103	925	390	0.999996324240045	0.999999978276768
alistipes_indistinctus	a_p22_5_fs_dr	a_p22_5_fs_dr	-2.81067266850783	418111.300506497	925	390	0.999994636374752	0.999999978276768
alistipes_indistinctus	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.924123351963185	418111.298663824	925	390	0.999998236489286	0.999999978276768
ruminococcus_callidus	a_f205_fs_dr	a_f205_fs_dr	6.85233247117012	261655.637698939	925	125	0.999979104710559	0.999999978276768
ruminococcus_callidus	a_f226_fs_dr	a_f226_fs_dr	7.21620712319774	261655.742337912	925	125	0.999977995131316	0.999999978276768
ruminococcus_callidus	a_p22_5_fs_dr	a_p22_5_fs_dr	-20.5072892109937	261655.71360232	925	125	0.99993746572852	0.999999978276768
ruminococcus_callidus	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-6.43874967062744	261655.699330201	925	125	0.999980365881708	0.999999978276768
ruminococcus_lactaris	a_f205_fs_dr	a_f205_fs_dr	0.501162080163187	21471.7758382687	925	491	0.999981376971835	0.999999978276768
ruminococcus_lactaris	a_f226_fs_dr	a_f226_fs_dr	1.9711557348735	21471.7758180538	925	491	0.999926752461515	0.999999978276768
ruminococcus_lactaris	a_p22_5_fs_dr	a_p22_5_fs_dr	-3.6721641240004	21471.7761483647	925	491	0.999863543517558	0.999999978276768
ruminococcus_lactaris	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-1.19984622339148	21471.7758249064	925	491	0.999955414084783	0.999999978276768
bacteroides_plebeius	a_f205_fs_dr	a_f205_fs_dr	-0.792129573490326	438524.69760127	925	145	0.999998558740339	0.999999978276768
bacteroides_plebeius	a_f226_fs_dr	a_f226_fs_dr	-1.20635380516284	438524.698178091	925	145	0.999997805069863	0.999999978276768
bacteroides_plebeius	a_p22_5_fs_dr	a_p22_5_fs_dr	2.85019732805081	438524.68332001	925	145	0.99999481413811	0.999999978276768
bacteroides_plebeius	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.851713234114795	438524.694121713	925	145	0.999998450329368	0.999999978276768
butyrivibrio_crossotus	a_f205_fs_dr	a_f205_fs_dr	-0.640372490349569	315717.781104581	925	122	0.9999983816454	0.999999978276768
butyrivibrio_crossotus	a_f226_fs_dr	a_f226_fs_dr	2.06571280377674	315717.773801733	925	122	0.999994779513572	0.999999978276768
butyrivibrio_crossotus	a_p22_5_fs_dr	a_p22_5_fs_dr	-2.61960362993972	315717.768536462	925	122	0.999993379715999	0.999999978276768
butyrivibrio_crossotus	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-1.19426317618094	315717.773959572	925	122	0.999996981848257	0.999999978276768
bacteroides_fragilis	a_f205_fs_dr	a_f205_fs_dr	0.0764693283694393	9187.56334136118	925	462	0.999993359099229	0.999999978276768
bacteroides_fragilis	a_f226_fs_dr	a_f226_fs_dr	-1.07244223553885	9187.56338730291	925	462	0.999906864849354	0.999999978276768
bacteroides_fragilis	a_p22_5_fs_dr	a_p22_5_fs_dr	1.5514012562035	9187.56390855265	925	462	0.99986527015035	0.999999978276768
bacteroides_fragilis	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.555428896581139	9187.56334228323	925	462	0.999951764344427	0.999999978276768
veillonella_parvula	a_f205_fs_dr	a_f205_fs_dr	0.767466507532397	46507.0263513296	925	192	0.9999868331793	0.999999978276768
veillonella_parvula	a_f226_fs_dr	a_f226_fs_dr	1.3977204478202	46507.0262424148	925	192	0.999976020406903	0.999999978276768
veillonella_parvula	a_p22_5_fs_dr	a_p22_5_fs_dr	-3.38518496271735	46507.0270540268	925	192	0.999941923038605	0.999999978276768
veillonella_parvula	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-1.21999833701942	46507.0263182143	925	192	0.999979069445753	0.999999978276768
veillonella_atypica	a_f205_fs_dr	a_f205_fs_dr	-0.175741348875593	327770.789329597	925	160	0.999999572197055	0.999999978276768
veillonella_atypica	a_f226_fs_dr	a_f226_fs_dr	-1.67816549979779	327770.805299341	925	160	0.999995914882225	0.999999978276768
veillonella_atypica	a_p22_5_fs_dr	a_p22_5_fs_dr	2.24913902647955	327770.783968333	925	160	0.999994524974793	0.999999978276768
veillonella_atypica	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.39523208458565	327770.796153636	925	160	0.999999037896048	0.999999978276768
bacteroides_vulgatus	a_f205_fs_dr	a_f205_fs_dr	-0.217614091331199	18441.4990125414	925	785	0.999990584771685	0.999999978276768
bacteroides_vulgatus	a_f226_fs_dr	a_f226_fs_dr	0.781150869666888	18441.4990017342	925	785	0.999966202952465	0.999999978276768
bacteroides_vulgatus	a_p22_5_fs_dr	a_p22_5_fs_dr	-0.911014948911907	18441.4991269625	925	785	0.999960584291055	0.999999978276768
bacteroides_vulgatus	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	-0.347477983955432	18441.4990095192	925	785	0.999984966118077	0.999999978276768
bacteroides_eggerthii	a_f205_fs_dr	a_f205_fs_dr	-1.91295152709668	427347.169545375	925	240	0.999996428396868	0.999999978276768
bacteroides_eggerthii	a_f226_fs_dr	a_f226_fs_dr	-2.02923009181742	427347.166782444	925	240	0.99999621129731	0.999999978276768
bacteroides_eggerthii	a_p22_5_fs_dr	a_p22_5_fs_dr	5.84619743880173	427347.157842827	925	240	0.99998908477431	0.999999978276768
bacteroides_eggerthii	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	1.90401574766103	427347.168190772	925	240	0.99999644508053	0.999999978276768
bacteroides_uniformis	a_f205_fs_dr	a_f205_fs_dr	-0.22509134046332	156806.050060118	925	893	0.999998854655766	0.999999978276768
bacteroides_uniformis	a_f226_fs_dr	a_f226_fs_dr	-0.697498634148281	156806.050550213	925	893	0.99999645088063	0.999999978276768
bacteroides_uniformis	a_p22_5_fs_dr	a_p22_5_fs_dr	1.21524713094776	156806.049522661	925	893	0.999993816393396	0.999999978276768
bacteroides_uniformis	a_omega3_noala_fs_dr	a_omega3_noala_fs_dr	0.292657022986967	156806.049781636	925	893	0.999998510857709	0.999999978276768
bacteroides_sp_cag_144	a_f205_fs_dr	a_f205_fs_dr	-3.50600320567478	451181.835521699	925	106	0.999993799870457	0.999999978276768
